Date,Cash Rate Target,Interbank Overnight Cash Rate
11-Apr-2014,2.50,2.50
14-Apr-2014,2.50,2.50
15-Apr-2014,2.50,2.50
16-Apr-2014,2.50,2.50
17-Apr-2014,2.50,2.50
22-Apr-2014,2.50,2.50
23-Apr-2014,2.50,2.50
24-Apr-2014,2.50,2.50
28-Apr-2014,2.50,2.50
29-Apr-2014,2.50,2.50
30-Apr-2014,2.50,2.50
01-May-2014,2.50,2.50
02-May-2014,2.50,2.50
05-May-2014,2.50,2.50
06-May-2014,2.50,2.50
07-May-2014,2.50,2.50
08-May-2014,2.50,2.50
09-May-2014,2.50,2.50
12-May-2014,2.50,2.50
13-May-2014,2.50,2.50
14-May-2014,2.50,2.50
15-May-2014,2.50,2.50
16-May-2014,2.50,2.50
19-May-2014,2.50,2.50
20-May-2014,2.50,2.50
21-May-2014,2.50,2.50
22-May-2014,2.50,2.50
23-May-2014,2.50,2.50
26-May-2014,2.50,2.50
27-May-2014,2.50,2.50
28-May-2014,2.50,2.50
29-May-2014,2.50,2.50
30-May-2014,2.50,2.50
02-Jun-2014,2.50,2.50
03-Jun-2014,2.50,2.50
04-Jun-2014,2.50,2.50
05-Jun-2014,2.50,2.50
06-Jun-2014,2.50,2.50
10-Jun-2014,2.50,2.50
11-Jun-2014,2.50,2.50
12-Jun-2014,2.50,2.50
13-Jun-2014,2.50,2.50
16-Jun-2014,2.50,2.50
17-Jun-2014,2.50,2.50
18-Jun-2014,2.50,2.50
19-Jun-2014,2.50,2.50
20-Jun-2014,2.50,2.50
23-Jun-2014,2.50,2.50
24-Jun-2014,2.50,2.50
25-Jun-2014,2.50,2.50
26-Jun-2014,2.50,2.50
27-Jun-2014,2.50,2.50
30-Jun-2014,2.50,2.50
01-Jul-2014,2.50,2.50
02-Jul-2014,2.50,2.50
03-Jul-2014,2.50,2.50
04-Jul-2014,2.50,2.50
07-Jul-2014,2.50,2.50
08-Jul-2014,2.50,2.50
09-Jul-2014,2.50,2.50
10-Jul-2014,2.50,2.50
11-Jul-2014,2.50,2.50
14-Jul-2014,2.50,2.50
15-Jul-2014,2.50,2.50
16-Jul-2014,2.50,2.50
17-Jul-2014,2.50,2.50
18-Jul-2014,2.50,2.50
21-Jul-2014,2.50,2.50
22-Jul-2014,2.50,2.50
23-Jul-2014,2.50,2.50
24-Jul-2014,2.50,2.50
25-Jul-2014,2.50,2.50
28-Jul-2014,2.50,2.50
29-Jul-2014,2.50,2.50
30-Jul-2014,2.50,2.50
31-Jul-2014,2.50,2.50
01-Aug-2014,2.50,2.50
04-Aug-2014,2.50,2.50
05-Aug-2014,2.50,2.50
06-Aug-2014,2.50,2.50
07-Aug-2014,2.50,2.50
08-Aug-2014,2.50,2.50
11-Aug-2014,2.50,2.50
12-Aug-2014,2.50,2.50
13-Aug-2014,2.50,2.50
14-Aug-2014,2.50,2.50
15-Aug-2014,2.50,2.50
18-Aug-2014,2.50,2.50
19-Aug-2014,2.50,2.50
20-Aug-2014,2.50,2.50
21-Aug-2014,2.50,2.50
22-Aug-2014,2.50,2.50
25-Aug-2014,2.50,2.50
26-Aug-2014,2.50,2.50
27-Aug-2014,2.50,2.50
28-Aug-2014,2.50,2.50
29-Aug-2014,2.50,2.50
01-Sep-2014,2.50,2.50
02-Sep-2014,2.50,2.50
03-Sep-2014,2.50,2.50
04-Sep-2014,2.50,2.50
05-Sep-2014,2.50,2.50
08-Sep-2014,2.50,2.50
09-Sep-2014,2.50,2.50
10-Sep-2014,2.50,2.50
11-Sep-2014,2.50,2.50
12-Sep-2014,2.50,2.50
15-Sep-2014,2.50,2.50
16-Sep-2014,2.50,2.50
17-Sep-2014,2.50,2.50
18-Sep-2014,2.50,2.50
19-Sep-2014,2.50,2.50
22-Sep-2014,2.50,2.50
23-Sep-2014,2.50,2.50
24-Sep-2014,2.50,2.50
25-Sep-2014,2.50,2.50
26-Sep-2014,2.50,2.50
29-Sep-2014,2.50,2.50
30-Sep-2014,2.50,2.50
01-Oct-2014,2.50,2.50
02-Oct-2014,2.50,2.50
03-Oct-2014,2.50,2.50
06-Oct-2014,2.50,2.50
07-Oct-2014,2.50,2.50
08-Oct-2014,2.50,2.50
09-Oct-2014,2.50,2.50
10-Oct-2014,2.50,2.50
13-Oct-2014,2.50,2.50
14-Oct-2014,2.50,2.50
15-Oct-2014,2.50,2.50
16-Oct-2014,2.50,2.50
17-Oct-2014,2.50,2.50
20-Oct-2014,2.50,2.50
21-Oct-2014,2.50,2.50
22-Oct-2014,2.50,2.50
23-Oct-2014,2.50,2.50
24-Oct-2014,2.50,2.50
27-Oct-2014,2.50,2.50
28-Oct-2014,2.50,2.50
29-Oct-2014,2.50,2.50
30-Oct-2014,2.50,2.50
31-Oct-2014,2.50,2.50
03-Nov-2014,2.50,2.50
04-Nov-2014,2.50,2.50
05-Nov-2014,2.50,2.50
06-Nov-2014,2.50,2.50
07-Nov-2014,2.50,2.50
10-Nov-2014,2.50,2.50
11-Nov-2014,2.50,2.50
12-Nov-2014,2.50,2.50
13-Nov-2014,2.50,2.50
14-Nov-2014,2.50,2.50
17-Nov-2014,2.50,2.50
18-Nov-2014,2.50,2.50
19-Nov-2014,2.50,2.50
20-Nov-2014,2.50,2.50
21-Nov-2014,2.50,2.50
24-Nov-2014,2.50,2.50
25-Nov-2014,2.50,2.50
26-Nov-2014,2.50,2.50
27-Nov-2014,2.50,2.50
28-Nov-2014,2.50,2.50
01-Dec-2014,2.50,2.50
02-Dec-2014,2.50,2.50
03-Dec-2014,2.50,2.50
04-Dec-2014,2.50,2.50
05-Dec-2014,2.50,2.50
08-Dec-2014,2.50,2.50
09-Dec-2014,2.50,2.50
10-Dec-2014,2.50,2.50
11-Dec-2014,2.50,2.50
12-Dec-2014,2.50,2.50
15-Dec-2014,2.50,2.50
16-Dec-2014,2.50,2.50
17-Dec-2014,2.50,2.50
18-Dec-2014,2.50,2.50
19-Dec-2014,2.50,2.50
22-Dec-2014,2.50,2.50
23-Dec-2014,2.50,2.50
24-Dec-2014,2.50,2.50
29-Dec-2014,2.50,2.50
30-Dec-2014,2.50,2.50
31-Dec-2014,2.50,2.50
02-Jan-2015,2.50,2.50
05-Jan-2015,2.50,2.50
06-Jan-2015,2.50,2.50
07-Jan-2015,2.50,2.50
08-Jan-2015,2.50,2.50
09-Jan-2015,2.50,2.50
12-Jan-2015,2.50,2.50
13-Jan-2015,2.50,2.50
14-Jan-2015,2.50,2.50
15-Jan-2015,2.50,2.50
16-Jan-2015,2.50,2.50
19-Jan-2015,2.50,2.50
20-Jan-2015,2.50,2.50
21-Jan-2015,2.50,2.50
22-Jan-2015,2.50,2.50
23-Jan-2015,2.50,2.50
27-Jan-2015,2.50,2.50
28-Jan-2015,2.50,2.50
29-Jan-2015,2.50,2.50
30-Jan-2015,2.50,2.50
02-Feb-2015,2.50,2.50
03-Feb-2015,2.50,2.50
04-Feb-2015,2.25,2.25
05-Feb-2015,2.25,2.25
06-Feb-2015,2.25,2.25
09-Feb-2015,2.25,2.25
10-Feb-2015,2.25,2.25
11-Feb-2015,2.25,2.25
12-Feb-2015,2.25,2.25
13-Feb-2015,2.25,2.25
16-Feb-2015,2.25,2.25
17-Feb-2015,2.25,2.25
18-Feb-2015,2.25,2.25
19-Feb-2015,2.25,2.25
20-Feb-2015,2.25,2.25
23-Feb-2015,2.25,2.25
24-Feb-2015,2.25,2.25
25-Feb-2015,2.25,2.25
26-Feb-2015,2.25,2.25
27-Feb-2015,2.25,2.25
02-Mar-2015,2.25,2.25
03-Mar-2015,2.25,2.25
04-Mar-2015,2.25,2.25
05-Mar-2015,2.25,2.25
06-Mar-2015,2.25,2.25
09-Mar-2015,2.25,2.25
10-Mar-2015,2.25,2.25
11-Mar-2015,2.25,2.25
12-Mar-2015,2.25,2.25
13-Mar-2015,2.25,2.25
16-Mar-2015,2.25,2.25
17-Mar-2015,2.25,2.25
18-Mar-2015,2.25,2.25
19-Mar-2015,2.25,2.25
20-Mar-2015,2.25,2.25
23-Mar-2015,2.25,2.25
24-Mar-2015,2.25,2.25
25-Mar-2015,2.25,2.25
26-Mar-2015,2.25,2.25
27-Mar-2015,2.25,2.25
30-Mar-2015,2.25,2.25
31-Mar-2015,2.25,2.25
01-Apr-2015,2.25,2.25
02-Apr-2015,2.25,2.25
07-Apr-2015,2.25,2.25
08-Apr-2015,2.25,2.25
09-Apr-2015,2.25,2.25
10-Apr-2015,2.25,2.25
13-Apr-2015,2.25,2.25
14-Apr-2015,2.25,2.25
15-Apr-2015,2.25,2.25
16-Apr-2015,2.25,2.25
17-Apr-2015,2.25,2.25
20-Apr-2015,2.25,2.25
21-Apr-2015,2.25,2.25
22-Apr-2015,2.25,2.25
23-Apr-2015,2.25,2.25
24-Apr-2015,2.25,2.25
27-Apr-2015,2.25,2.25
28-Apr-2015,2.25,2.25
29-Apr-2015,2.25,2.25
30-Apr-2015,2.25,2.25
01-May-2015,2.25,2.25
04-May-2015,2.25,2.25
05-May-2015,2.25,2.25
06-May-2015,2.00,2.00
07-May-2015,2.00,2.00
08-May-2015,2.00,2.00
11-May-2015,2.00,2.00
12-May-2015,2.00,2.00
13-May-2015,2.00,2.00
14-May-2015,2.00,2.00
15-May-2015,2.00,2.00
18-May-2015,2.00,2.00
19-May-2015,2.00,2.00
20-May-2015,2.00,2.00
21-May-2015,2.00,2.00
22-May-2015,2.00,2.00
25-May-2015,2.00,2.00
26-May-2015,2.00,2.00
27-May-2015,2.00,2.00
28-May-2015,2.00,2.00
29-May-2015,2.00,2.00
01-Jun-2015,2.00,2.00
02-Jun-2015,2.00,2.00
03-Jun-2015,2.00,2.00
04-Jun-2015,2.00,2.00
05-Jun-2015,2.00,2.00
09-Jun-2015,2.00,2.00
10-Jun-2015,2.00,2.00
11-Jun-2015,2.00,2.00
12-Jun-2015,2.00,2.00
15-Jun-2015,2.00,2.00
16-Jun-2015,2.00,2.00
17-Jun-2015,2.00,2.00
18-Jun-2015,2.00,2.00
19-Jun-2015,2.00,2.00
22-Jun-2015,2.00,2.00
23-Jun-2015,2.00,2.00
24-Jun-2015,2.00,2.00
25-Jun-2015,2.00,2.00
26-Jun-2015,2.00,2.00
29-Jun-2015,2.00,2.00
30-Jun-2015,2.00,2.00
01-Jul-2015,2.00,2.00
02-Jul-2015,2.00,2.00
03-Jul-2015,2.00,2.00
06-Jul-2015,2.00,2.00
07-Jul-2015,2.00,2.00
08-Jul-2015,2.00,2.00
09-Jul-2015,2.00,2.00
10-Jul-2015,2.00,2.00
13-Jul-2015,2.00,2.00
14-Jul-2015,2.00,2.00
15-Jul-2015,2.00,2.00
16-Jul-2015,2.00,2.00
17-Jul-2015,2.00,2.00
20-Jul-2015,2.00,2.00
21-Jul-2015,2.00,2.00
22-Jul-2015,2.00,2.00
23-Jul-2015,2.00,2.00
24-Jul-2015,2.00,2.00
27-Jul-2015,2.00,2.00
28-Jul-2015,2.00,2.00
29-Jul-2015,2.00,2.00
30-Jul-2015,2.00,2.00
31-Jul-2015,2.00,2.00
03-Aug-2015,2.00,2.00
04-Aug-2015,2.00,2.00
05-Aug-2015,2.00,2.00
06-Aug-2015,2.00,2.00
07-Aug-2015,2.00,2.00
10-Aug-2015,2.00,2.00
11-Aug-2015,2.00,2.00
12-Aug-2015,2.00,2.00
13-Aug-2015,2.00,2.00
14-Aug-2015,2.00,2.00
17-Aug-2015,2.00,2.00
18-Aug-2015,2.00,2.00
19-Aug-2015,2.00,2.00
20-Aug-2015,2.00,2.00
21-Aug-2015,2.00,2.00
24-Aug-2015,2.00,2.00
25-Aug-2015,2.00,2.00
26-Aug-2015,2.00,2.00
27-Aug-2015,2.00,2.00
28-Aug-2015,2.00,2.00
31-Aug-2015,2.00,2.00
01-Sep-2015,2.00,2.00
02-Sep-2015,2.00,2.00
03-Sep-2015,2.00,2.00
04-Sep-2015,2.00,2.00
07-Sep-2015,2.00,2.00
08-Sep-2015,2.00,2.00
09-Sep-2015,2.00,2.00
10-Sep-2015,2.00,2.00
11-Sep-2015,2.00,2.00
14-Sep-2015,2.00,2.00
15-Sep-2015,2.00,2.00
16-Sep-2015,2.00,2.00
17-Sep-2015,2.00,2.00
18-Sep-2015,2.00,2.00
21-Sep-2015,2.00,2.00
22-Sep-2015,2.00,2.00
23-Sep-2015,2.00,2.00
24-Sep-2015,2.00,2.00
25-Sep-2015,2.00,2.00
28-Sep-2015,2.00,2.00
29-Sep-2015,2.00,2.00
30-Sep-2015,2.00,2.00
01-Oct-2015,2.00,2.00
02-Oct-2015,2.00,2.00
05-Oct-2015,2.00,2.00
06-Oct-2015,2.00,2.00
07-Oct-2015,2.00,2.00
08-Oct-2015,2.00,2.00
09-Oct-2015,2.00,2.00
12-Oct-2015,2.00,2.00
13-Oct-2015,2.00,2.00
14-Oct-2015,2.00,2.00
15-Oct-2015,2.00,2.00
16-Oct-2015,2.00,2.00
19-Oct-2015,2.00,2.00
20-Oct-2015,2.00,2.00
21-Oct-2015,2.00,2.00
22-Oct-2015,2.00,2.00
23-Oct-2015,2.00,2.00
26-Oct-2015,2.00,2.00
27-Oct-2015,2.00,2.00
28-Oct-2015,2.00,2.00
29-Oct-2015,2.00,2.00
30-Oct-2015,2.00,2.00
02-Nov-2015,2.00,2.00
03-Nov-2015,2.00,2.00
04-Nov-2015,2.00,2.00
05-Nov-2015,2.00,2.00
06-Nov-2015,2.00,2.00
09-Nov-2015,2.00,2.00
10-Nov-2015,2.00,2.00
11-Nov-2015,2.00,2.00
12-Nov-2015,2.00,2.00
13-Nov-2015,2.00,2.00
16-Nov-2015,2.00,2.00
17-Nov-2015,2.00,2.00
18-Nov-2015,2.00,2.00
19-Nov-2015,2.00,2.00
20-Nov-2015,2.00,2.00
23-Nov-2015,2.00,2.00
24-Nov-2015,2.00,2.00
25-Nov-2015,2.00,2.00
26-Nov-2015,2.00,2.00
27-Nov-2015,2.00,2.00
30-Nov-2015,2.00,2.00
01-Dec-2015,2.00,2.00
02-Dec-2015,2.00,2.00
03-Dec-2015,2.00,2.00
04-Dec-2015,2.00,2.00
07-Dec-2015,2.00,2.00
08-Dec-2015,2.00,2.00
09-Dec-2015,2.00,2.00
10-Dec-2015,2.00,2.00
11-Dec-2015,2.00,2.00
14-Dec-2015,2.00,2.00
15-Dec-2015,2.00,2.00
16-Dec-2015,2.00,2.00
17-Dec-2015,2.00,2.00
18-Dec-2015,2.00,2.00
21-Dec-2015,2.00,2.00
22-Dec-2015,2.00,2.00
23-Dec-2015,2.00,2.00
24-Dec-2015,2.00,2.00
29-Dec-2015,2.00,2.00
30-Dec-2015,2.00,2.00
31-Dec-2015,2.00,2.00
04-Jan-2016,2.00,2.00
05-Jan-2016,2.00,2.00
06-Jan-2016,2.00,2.00
07-Jan-2016,2.00,2.00
08-Jan-2016,2.00,2.00
11-Jan-2016,2.00,2.00
12-Jan-2016,2.00,2.00
13-Jan-2016,2.00,2.00
14-Jan-2016,2.00,2.00
15-Jan-2016,2.00,2.00
18-Jan-2016,2.00,2.00
19-Jan-2016,2.00,2.00
20-Jan-2016,2.00,2.00
21-Jan-2016,2.00,2.00
22-Jan-2016,2.00,2.00
25-Jan-2016,2.00,2.00
27-Jan-2016,2.00,2.00
28-Jan-2016,2.00,2.00
29-Jan-2016,2.00,2.00
01-Feb-2016,2.00,2.00
02-Feb-2016,2.00,2.00
03-Feb-2016,2.00,2.00
04-Feb-2016,2.00,2.00
05-Feb-2016,2.00,2.00
08-Feb-2016,2.00,2.00
09-Feb-2016,2.00,2.00
10-Feb-2016,2.00,2.00
11-Feb-2016,2.00,2.00
12-Feb-2016,2.00,2.00
15-Feb-2016,2.00,2.00
16-Feb-2016,2.00,2.00
17-Feb-2016,2.00,2.00
18-Feb-2016,2.00,2.00
19-Feb-2016,2.00,2.00
22-Feb-2016,2.00,2.00
23-Feb-2016,2.00,2.00
24-Feb-2016,2.00,2.00
25-Feb-2016,2.00,2.00
26-Feb-2016,2.00,2.00
29-Feb-2016,2.00,2.00
01-Mar-2016,2.00,2.00
02-Mar-2016,2.00,2.00
03-Mar-2016,2.00,2.00
04-Mar-2016,2.00,2.00
07-Mar-2016,2.00,2.00
08-Mar-2016,2.00,2.00
09-Mar-2016,2.00,2.00
10-Mar-2016,2.00,2.00
11-Mar-2016,2.00,2.00
14-Mar-2016,2.00,2.00
15-Mar-2016,2.00,2.00
16-Mar-2016,2.00,2.00
17-Mar-2016,2.00,2.00
18-Mar-2016,2.00,2.00
21-Mar-2016,2.00,2.00
22-Mar-2016,2.00,2.00
23-Mar-2016,2.00,2.00
24-Mar-2016,2.00,2.00
29-Mar-2016,2.00,2.00
30-Mar-2016,2.00,2.00
31-Mar-2016,2.00,2.00
01-Apr-2016,2.00,2.00
04-Apr-2016,2.00,2.00
05-Apr-2016,2.00,2.00
06-Apr-2016,2.00,2.00
07-Apr-2016,2.00,2.00
08-Apr-2016,2.00,2.00
11-Apr-2016,2.00,2.00
12-Apr-2016,2.00,2.00
13-Apr-2016,2.00,2.00
14-Apr-2016,2.00,2.00
15-Apr-2016,2.00,2.00
18-Apr-2016,2.00,2.00
19-Apr-2016,2.00,2.00
20-Apr-2016,2.00,2.00
21-Apr-2016,2.00,2.00
22-Apr-2016,2.00,2.00
26-Apr-2016,2.00,2.00
27-Apr-2016,2.00,2.00
28-Apr-2016,2.00,2.00
29-Apr-2016,2.00,2.00
02-May-2016,2.00,2.00
03-May-2016,2.00,2.00
04-May-2016,1.75,1.75
05-May-2016,1.75,1.75
06-May-2016,1.75,1.75
09-May-2016,1.75,1.75
10-May-2016,1.75,1.75
11-May-2016,1.75,1.75
12-May-2016,1.75,1.75
13-May-2016,1.75,1.75
16-May-2016,1.75,1.75
17-May-2016,1.75,1.75
18-May-2016,1.75,1.75
19-May-2016,1.75,1.75
20-May-2016,1.75,1.75
23-May-2016,1.75,1.75
24-May-2016,1.75,1.75
25-May-2016,1.75,1.75
26-May-2016,1.75,1.75
27-May-2016,1.75,1.75
30-May-2016,1.75,1.75
31-May-2016,1.75,1.75
01-Jun-2016,1.75,1.75
02-Jun-2016,1.75,1.75
03-Jun-2016,1.75,1.75
06-Jun-2016,1.75,1.75
07-Jun-2016,1.75,1.75
08-Jun-2016,1.75,1.75
09-Jun-2016,1.75,1.75
10-Jun-2016,1.75,1.75
14-Jun-2016,1.75,1.75
15-Jun-2016,1.75,1.75
16-Jun-2016,1.75,1.75
17-Jun-2016,1.75,1.75
20-Jun-2016,1.75,1.75
21-Jun-2016,1.75,1.75
22-Jun-2016,1.75,1.75
23-Jun-2016,1.75,1.75
24-Jun-2016,1.75,1.75
27-Jun-2016,1.75,1.75
28-Jun-2016,1.75,1.75
29-Jun-2016,1.75,1.75
30-Jun-2016,1.75,1.75
01-Jul-2016,1.75,1.75
04-Jul-2016,1.75,1.75
05-Jul-2016,1.75,1.75
06-Jul-2016,1.75,1.75
07-Jul-2016,1.75,1.75
08-Jul-2016,1.75,1.75
11-Jul-2016,1.75,1.75
12-Jul-2016,1.75,1.75
13-Jul-2016,1.75,1.75
14-Jul-2016,1.75,1.75
15-Jul-2016,1.75,1.75
18-Jul-2016,1.75,1.75
19-Jul-2016,1.75,1.75
20-Jul-2016,1.75,1.75
21-Jul-2016,1.75,1.75
22-Jul-2016,1.75,1.75
25-Jul-2016,1.75,1.75
26-Jul-2016,1.75,1.75
27-Jul-2016,1.75,1.75
28-Jul-2016,1.75,1.75
29-Jul-2016,1.75,1.75
01-Aug-2016,1.75,1.75
02-Aug-2016,1.75,1.75
03-Aug-2016,1.50,1.50
04-Aug-2016,1.50,1.50
05-Aug-2016,1.50,1.50
08-Aug-2016,1.50,1.50
09-Aug-2016,1.50,1.50
10-Aug-2016,1.50,1.50
11-Aug-2016,1.50,1.50
12-Aug-2016,1.50,1.50
15-Aug-2016,1.50,1.50
16-Aug-2016,1.50,1.50
17-Aug-2016,1.50,1.50
18-Aug-2016,1.50,1.50
19-Aug-2016,1.50,1.50
22-Aug-2016,1.50,1.50
23-Aug-2016,1.50,1.50
24-Aug-2016,1.50,1.50
25-Aug-2016,1.50,1.50
26-Aug-2016,1.50,1.50
29-Aug-2016,1.50,1.50
30-Aug-2016,1.50,1.50
31-Aug-2016,1.50,1.50
01-Sep-2016,1.50,1.50
02-Sep-2016,1.50,1.50
05-Sep-2016,1.50,1.50
06-Sep-2016,1.50,1.50
07-Sep-2016,1.50,1.50
08-Sep-2016,1.50,1.50
09-Sep-2016,1.50,1.50
12-Sep-2016,1.50,1.50
13-Sep-2016,1.50,1.50
14-Sep-2016,1.50,1.50
15-Sep-2016,1.50,1.50
16-Sep-2016,1.50,1.50
19-Sep-2016,1.50,1.50
20-Sep-2016,1.50,1.50
21-Sep-2016,1.50,1.50
22-Sep-2016,1.50,1.50
23-Sep-2016,1.50,1.50
26-Sep-2016,1.50,1.50
27-Sep-2016,1.50,1.50
28-Sep-2016,1.50,1.50
29-Sep-2016,1.50,1.50
30-Sep-2016,1.50,1.50
03-Oct-2016,1.50,1.50
04-Oct-2016,1.50,1.50
05-Oct-2016,1.50,1.50
06-Oct-2016,1.50,1.50
07-Oct-2016,1.50,1.50
10-Oct-2016,1.50,1.50
11-Oct-2016,1.50,1.50
12-Oct-2016,1.50,1.50
13-Oct-2016,1.50,1.50
14-Oct-2016,1.50,1.50
17-Oct-2016,1.50,1.50
18-Oct-2016,1.50,1.50
19-Oct-2016,1.50,1.50
20-Oct-2016,1.50,1.50
21-Oct-2016,1.50,1.50
24-Oct-2016,1.50,1.50
25-Oct-2016,1.50,1.50
26-Oct-2016,1.50,1.50
27-Oct-2016,1.50,1.50
28-Oct-2016,1.50,1.50
31-Oct-2016,1.50,1.50
01-Nov-2016,1.50,1.50
02-Nov-2016,1.50,1.50
03-Nov-2016,1.50,1.50
04-Nov-2016,1.50,1.50
07-Nov-2016,1.50,1.50
08-Nov-2016,1.50,1.50
09-Nov-2016,1.50,1.50
10-Nov-2016,1.50,1.50
11-Nov-2016,1.50,1.50
14-Nov-2016,1.50,1.50
15-Nov-2016,1.50,1.50
16-Nov-2016,1.50,1.50
17-Nov-2016,1.50,1.50
18-Nov-2016,1.50,1.50
21-Nov-2016,1.50,1.50
22-Nov-2016,1.50,1.50
23-Nov-2016,1.50,1.50
24-Nov-2016,1.50,1.50
25-Nov-2016,1.50,1.50
28-Nov-2016,1.50,1.50
29-Nov-2016,1.50,1.50
30-Nov-2016,1.50,1.50
01-Dec-2016,1.50,1.50
02-Dec-2016,1.50,1.50
05-Dec-2016,1.50,1.50
06-Dec-2016,1.50,1.50
07-Dec-2016,1.50,1.50
08-Dec-2016,1.50,1.50
09-Dec-2016,1.50,1.50
12-Dec-2016,1.50,1.50
13-Dec-2016,1.50,1.50
14-Dec-2016,1.50,1.50
15-Dec-2016,1.50,1.50
16-Dec-2016,1.50,1.50
19-Dec-2016,1.50,1.50
20-Dec-2016,1.50,1.50
21-Dec-2016,1.50,1.50
22-Dec-2016,1.50,1.50
23-Dec-2016,1.50,1.50
28-Dec-2016,1.50,1.50
29-Dec-2016,1.50,1.50
30-Dec-2016,1.50,1.50
03-Jan-2017,1.50,1.50
04-Jan-2017,1.50,1.50
05-Jan-2017,1.50,1.50
06-Jan-2017,1.50,1.50
09-Jan-2017,1.50,1.50
10-Jan-2017,1.50,1.50
11-Jan-2017,1.50,1.50
12-Jan-2017,1.50,1.50
13-Jan-2017,1.50,1.50
16-Jan-2017,1.50,1.50
17-Jan-2017,1.50,1.50
18-Jan-2017,1.50,1.50
19-Jan-2017,1.50,1.50
20-Jan-2017,1.50,1.50
23-Jan-2017,1.50,1.50
24-Jan-2017,1.50,1.50
25-Jan-2017,1.50,1.50
27-Jan-2017,1.50,1.50
30-Jan-2017,1.50,1.50
31-Jan-2017,1.50,1.50
01-Feb-2017,1.50,1.50
02-Feb-2017,1.50,1.50
03-Feb-2017,1.50,1.50
06-Feb-2017,1.50,1.50
07-Feb-2017,1.50,1.50
08-Feb-2017,1.50,1.50
09-Feb-2017,1.50,1.50
10-Feb-2017,1.50,1.50
13-Feb-2017,1.50,1.50
14-Feb-2017,1.50,1.50
15-Feb-2017,1.50,1.50
16-Feb-2017,1.50,1.50
17-Feb-2017,1.50,1.50
20-Feb-2017,1.50,1.50
21-Feb-2017,1.50,1.50
22-Feb-2017,1.50,1.50
23-Feb-2017,1.50,1.50
24-Feb-2017,1.50,1.50
27-Feb-2017,1.50,1.50
28-Feb-2017,1.50,1.50
01-Mar-2017,1.50,1.50
02-Mar-2017,1.50,1.50
03-Mar-2017,1.50,1.50
06-Mar-2017,1.50,1.50
07-Mar-2017,1.50,1.50
08-Mar-2017,1.50,1.50
09-Mar-2017,1.50,1.50
10-Mar-2017,1.50,1.50
13-Mar-2017,1.50,1.50
14-Mar-2017,1.50,1.50
15-Mar-2017,1.50,1.50
16-Mar-2017,1.50,1.50
17-Mar-2017,1.50,1.50
20-Mar-2017,1.50,1.50
21-Mar-2017,1.50,1.50
22-Mar-2017,1.50,1.50
23-Mar-2017,1.50,1.50
24-Mar-2017,1.50,1.50
27-Mar-2017,1.50,1.50
28-Mar-2017,1.50,1.50
29-Mar-2017,1.50,1.50
30-Mar-2017,1.50,1.50
31-Mar-2017,1.50,1.50
03-Apr-2017,1.50,1.50
04-Apr-2017,1.50,1.50
05-Apr-2017,1.50,1.50
06-Apr-2017,1.50,1.50
07-Apr-2017,1.50,1.50
10-Apr-2017,1.50,1.50
11-Apr-2017,1.50,1.50
12-Apr-2017,1.50,1.50
13-Apr-2017,1.50,1.50
18-Apr-2017,1.50,1.50
19-Apr-2017,1.50,1.50
20-Apr-2017,1.50,1.50
21-Apr-2017,1.50,1.50
24-Apr-2017,1.50,1.50
26-Apr-2017,1.50,1.50
27-Apr-2017,1.50,1.50
28-Apr-2017,1.50,1.50
01-May-2017,1.50,1.50
02-May-2017,1.50,1.50
03-May-2017,1.50,1.50
04-May-2017,1.50,1.50
05-May-2017,1.50,1.50
08-May-2017,1.50,1.50
09-May-2017,1.50,1.50
10-May-2017,1.50,1.50
11-May-2017,1.50,1.50
12-May-2017,1.50,1.50
15-May-2017,1.50,1.50
16-May-2017,1.50,1.50
17-May-2017,1.50,1.50
18-May-2017,1.50,1.50
19-May-2017,1.50,1.50
22-May-2017,1.50,1.50
23-May-2017,1.50,1.50
24-May-2017,1.50,1.50
25-May-2017,1.50,1.50
26-May-2017,1.50,1.50
29-May-2017,1.50,1.50
30-May-2017,1.50,1.50
31-May-2017,1.50,1.50
01-Jun-2017,1.50,1.50
02-Jun-2017,1.50,1.50
05-Jun-2017,1.50,1.50
06-Jun-2017,1.50,1.50
07-Jun-2017,1.50,1.50
08-Jun-2017,1.50,1.50
09-Jun-2017,1.50,1.50
13-Jun-2017,1.50,1.50
14-Jun-2017,1.50,1.50
15-Jun-2017,1.50,1.50
16-Jun-2017,1.50,1.50
19-Jun-2017,1.50,1.50
20-Jun-2017,1.50,1.50
21-Jun-2017,1.50,1.50
22-Jun-2017,1.50,1.50
23-Jun-2017,1.50,1.50
26-Jun-2017,1.50,1.50
27-Jun-2017,1.50,1.50
28-Jun-2017,1.50,1.50
29-Jun-2017,1.50,1.50
30-Jun-2017,1.50,1.50
03-Jul-2017,1.50,1.50
04-Jul-2017,1.50,1.50
05-Jul-2017,1.50,1.50
06-Jul-2017,1.50,1.50
07-Jul-2017,1.50,1.50
10-Jul-2017,1.50,1.50
11-Jul-2017,1.50,1.50
12-Jul-2017,1.50,1.50
13-Jul-2017,1.50,1.50
14-Jul-2017,1.50,1.50
17-Jul-2017,1.50,1.50
18-Jul-2017,1.50,1.50
19-Jul-2017,1.50,1.50
20-Jul-2017,1.50,1.50
21-Jul-2017,1.50,1.50
24-Jul-2017,1.50,1.50
25-Jul-2017,1.50,1.50
26-Jul-2017,1.50,1.50
